" Date","AGN Open","AGN Low","AGN High","AGN Close","AGN Adj. Close"
11-11-2015,"292.79 ","288.33 ","295.40 ","309.76 ","292.56 "
11-10-2015,"280.51 ","279.73 ","291.13 ","306.70 ","289.67 "
11-09-2015,"283.00 ","277.52 ","286.71 ","296.82 ","280.34 "
11-06-2015,"292.25 ","281.46 ","293.47 ","301.57 ","284.83 "
11-05-2015,"291.46 ","288.08 ","296.02 ","309.43 ","292.25 "
11-04-2015,"296.04 ","286.26 ","296.29 ","307.67 ","290.59 "
11-03-2015,"298.23 ","290.26 ","298.88 ","309.31 ","292.14 "
11-02-2015,"293.73 ","293.18 ","298.14 ","314.91 ","297.43 "
10-30-2015,"292.79 ","288.66 ","299.44 ","308.47 ","291.35 "
10-29-2015,"293.17 ","284.60 ","299.21 ","304.38 ","287.48 "
10-28-2015,"268.46 ","263.78 ","273.11 ","287.20 ","271.26 "
10-27-2015,"255.47 ","255.47 ","271.98 ","285.77 ","269.91 "
10-26-2015,"249.20 ","247.95 ","262.76 ","271.57 ","256.49 "
10-23-2015,"243.72 ","243.68 ","258.87 ","268.55 ","253.64 "
10-22-2015,"243.54 ","229.53 ","244.62 ","253.04 ","238.99 "
10-21-2015,"250.29 ","224.32 ","255.01 ","259.00 ","244.62 "
10-20-2015,"257.61 ","243.21 ","258.97 ","263.42 ","248.80 "
10-19-2015,"263.53 ","251.23 ","263.53 ","273.31 ","258.14 "
10-16-2015,"261.62 ","258.57 ","263.38 ","278.13 ","262.69 "
10-15-2015,"248.31 ","246.67 ","258.91 ","274.08 ","258.86 "
10-14-2015,"251.02 ","247.78 ","257.84 ","269.31 ","254.36 "
10-13-2015,"256.41 ","247.11 ","262.52 ","262.05 ","247.50 "
10-12-2015,"258.55 ","254.07 ","259.52 ","273.40 ","258.22 "
10-09-2015,"261.44 ","257.37 ","265.09 ","274.84 ","259.58 "
10-08-2015,"253.76 ","250.77 ","262.44 ","276.16 ","260.83 "
10-07-2015,"254.69 ","251.89 ","261.76 ","268.99 ","254.06 "
10-06-2015,"261.28 ","248.20 ","266.35 ","272.88 ","257.73 "
10-05-2015,"272.84 ","257.50 ","273.43 ","278.58 ","263.12 "
10-02-2015,"262.68 ","259.74 ","272.74 ","288.00 ","272.01 "
10-01-2015,"255.58 ","251.32 ","267.27 ","282.35 ","266.68 "
09-30-2015,"244.12 ","242.46 ","257.90 ","271.81 ","256.72 "
09-29-2015,"240.37 ","231.71 ","249.16 ","252.10 ","238.11 "
09-28-2015,"258.92 ","233.99 ","261.10 ","254.87 ","240.72 "
09-25-2015,"275.86 ","258.46 ","277.26 ","279.03 ","263.54 "
09-24-2015,"270.55 ","264.08 ","275.20 ","290.56 ","274.43 "
09-23-2015,"271.79 ","269.70 ","277.68 ","286.61 ","270.70 "
09-22-2015,"267.13 ","265.87 ","276.26 ","287.76 ","271.79 "
09-21-2015,"280.98 ","267.06 ","284.27 ","285.62 ","269.76 "
09-18-2015,"280.02 ","276.31 ","282.70 ","295.29 ","278.90 "
09-17-2015,"287.84 ","278.64 ","289.63 ","301.05 ","284.34 "
09-16-2015,"285.79 ","283.35 ","288.03 ","303.74 ","286.88 "
09-15-2015,"281.86 ","278.57 ","287.41 ","303.74 ","286.88 "
09-14-2015,"279.56 ","276.28 ","279.60 ","295.96 ","279.53 "
09-11-2015,"277.30 ","273.73 ","279.01 ","295.24 ","278.85 "
09-10-2015,"277.44 ","276.62 ","282.85 ","293.60 ","277.30 "
09-09-2015,"286.87 ","277.46 ","286.87 ","294.92 ","278.55 "
09-08-2015,"281.55 ","277.44 ","284.24 ","300.18 ","283.52 "
09-04-2015,"278.02 ","274.03 ","283.22 ","293.74 ","277.43 "
09-03-2015,"285.05 ","279.57 ","289.24 ","297.44 ","280.93 "
09-02-2015,"282.25 ","276.73 ","285.23 ","299.61 ","282.98 "
09-01-2015,"282.43 ","276.30 ","286.17 ","294.21 ","277.88 "
08-31-2015,"293.59 ","284.31 ","295.28 ","303.74 ","286.88 "
08-28-2015,"294.22 ","288.09 ","295.08 ","308.01 ","290.91 "
08-27-2015,"292.79 ","288.53 ","297.51 ","312.00 ","294.68 "
08-26-2015,"283.13 ","275.09 ","289.08 ","305.98 ","288.99 "
08-25-2015,"284.01 ","273.90 ","291.05 ","290.63 ","274.50 "
08-24-2015,"265.39 ","262.41 ","290.20 ","291.82 ","275.62 "
08-21-2015,"284.95 ","275.83 ","288.86 ","298.57 ","282.00 "
08-20-2015,"298.58 ","290.33 ","301.28 ","307.39 ","290.33 "
08-19-2015,"300.10 ","297.51 ","302.80 ","318.86 ","301.16 "
08-18-2015,"302.47 ","300.75 ","306.96 ","320.30 ","302.52 "
08-17-2015,"297.51 ","294.73 ","303.75 ","321.25 ","303.42 "
08-14-2015,"297.80 ","292.89 ","298.83 ","314.50 ","297.04 "
08-13-2015,"296.57 ","295.77 ","302.42 ","315.65 ","298.13 "
08-12-2015,"298.46 ","288.12 ","299.71 ","315.81 ","298.28 "
08-11-2015,"302.24 ","299.08 ","303.67 ","317.49 ","299.87 "
08-10-2015,"305.66 ","301.26 ","307.21 ","321.91 ","304.04 "
08-07-2015,"302.42 ","296.11 ","303.62 ","321.05 ","303.23 "
08-06-2015,"318.29 ","301.62 ","320.18 ","319.47 ","301.74 "
08-05-2015,"315.95 ","314.30 ","318.38 ","336.64 ","317.95 "
08-04-2015,"316.04 ","312.51 ","319.19 ","331.00 ","312.63 "
08-03-2015,"315.62 ","312.81 ","317.73 ","334.92 ","316.33 "
07-31-2015,"310.26 ","308.18 ","314.02 ","331.15 ","312.77 "
07-30-2015,"318.37 ","310.56 ","318.75 ","328.87 ","310.61 "
07-29-2015,"316.60 ","316.46 ","321.45 ","337.99 ","319.23 "
07-28-2015,"309.90 ","309.61 ","321.13 ","339.50 ","320.65 "
07-27-2015,"312.62 ","306.01 ","315.82 ","326.98 ","308.83 "
07-24-2015,"298.10 ","290.44 ","298.10 ","308.21 ","291.10 "
